Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-HT-8563	TCGA-DU-6542	TCGA-HW-8321	TCGA-HT-7603	TCGA-HT-7686	TCGA-HT-7689	TCGA-TM-A84Q	TCGA-HT-7604	TCGA-HT-A74O	TCGA-WY-A859	TCGA-P5-A780	TCGA-TM-A84I	TCGA-QH-A6X3	TCGA-HT-7873	TCGA-DU-7304	TCGA-TM-A7C4	TCGA-DU-7010	TCGA-HT-7855	TCGA-CS-6665	TCGA-S9-A6TV	TCGA-DB-A4XE	TCGA-DU-5872	TCGA-CS-4942	TCGA-HT-A614	TCGA-DU-A7T8	TCGA-TQ-A8XE	TCGA-FG-8188	TCGA-DU-7298	TCGA-DH-A66B	TCGA-TM-A7CF	TCGA-WH-A86K	TCGA-DU-8167	TCGA-E1-5322	TCGA-TQ-A7RV	TCGA-E1-A7YI	TCGA-TQ-A7RR	TCGA-TQ-A7RH	TCGA-S9-A7J0	TCGA-HT-8108	TCGA-FG-A87N	TCGA-DU-7301	TCGA-S9-A6U6	TCGA-HT-7485	TCGA-CS-4943	TCGA-E1-5305	TCGA-IK-7675	TCGA-E1-5307	TCGA-FG-A6J3	TCGA-HT-7479	TCGA-HT-A616	TCGA-DU-A5TS	TCGA-DU-A7TA	TCGA-TM-A84H	TCGA-FG-8185	TCGA-DB-A4XB	TCGA-HT-A5R5	TCGA-E1-5304	TCGA-DU-6407	TCGA-P5-A5EZ	TCGA-DU-7007	TCGA-DH-A7UU	TCGA-HT-7676	TCGA-S9-A6WG	TCGA-S9-A6WO	TCGA-DB-5275	TCGA-P5-A5F2	TCGA-WY-A858	TCGA-HT-A61B	TCGA-FG-A70Y	TCGA-DU-7309	TCGA-DB-5277	TCGA-P5-A5EV	TCGA-FG-A4MT	TCGA-FG-6691	TCGA-HT-7690	TCGA-HT-8013	TCGA-CS-5393	TCGA-E1-A7YE	TCGA-QH-A6CW	TCGA-FG-A4MY	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-DB-A4X9	TCGA-E1-A7YW	TCGA-S9-A7R8	TCGA-DU-A6S7	TCGA-VM-A8C8	TCGA-HT-7858	TCGA-DB-A75L	TCGA-DH-A7UT	TCGA-DU-7306	TCGA-HT-7473	TCGA-DU-5871	TCGA-WY-A85C	TCGA-DU-7015	TCGA-S9-A7IS	TCGA-TQ-A7RW	TCGA-TQ-A7RF	TCGA-QH-A6X9	TCGA-DB-5281	TCGA-DH-A7UV	TCGA-RY-A845	TCGA-DU-A7TC	TCGA-DU-6395	TCGA-CS-4944	TCGA-S9-A7QW	TCGA-CS-6666	TCGA-S9-A89Z	TCGA-P5-A5F4	TCGA-DU-A5TW	TCGA-DU-8166	TCGA-S9-A7R3	TCGA-HT-7606	TCGA-TM-A84T	TCGA-DU-5855	TCGA-DU-A5TR	TCGA-DB-A64X	TCGA-WY-A85D	TCGA-DB-5270	TCGA-DU-7299	TCGA-P5-A5F1	TCGA-S9-A7IZ	TCGA-DB-A75O	TCGA-VM-A8CF	TCGA-DU-6408	TCGA-RY-A83Z	TCGA-TQ-A7RK	TCGA-HT-7475	TCGA-HT-7482	TCGA-E1-5303	TCGA-HT-7610	TCGA-DU-A5TU	TCGA-DU-6396	TCGA-VV-A86M	TCGA-CS-4938	TCGA-P5-A731	TCGA-DB-A4XF	TCGA-S9-A6TS	TCGA-QH-A6XA	TCGA-TQ-A7RM	TCGA-DU-7008	TCGA-P5-A5EU	TCGA-HT-7476	TCGA-FG-A711	TCGA-S9-A7QX	TCGA-VM-A8CH	TCGA-DB-A4XD	TCGA-HT-A74J	TCGA-E1-A7YV	TCGA-HT-7477	
Deletion Peak 16 - CN values	9p24.3  	chr9:1-1540008(probes 159277:159307)                  	chr9:1-792631(probes 159277:159277)                   	chr9:1-7070792(probes 159277:159864)                 	1.2923e-05	 8.3877e-05		Actual Copy Change Given	0	-0.35156	-0.034359	-0.005814	-0.0036011	-0.68755	-0.47799	-0.049695	-0.0044994	-0.39797	-0.75461	-0.0023553	-0.041024	0.0016131	-0.94137	0.61955	1.1581	-0.45319	0.37561	-0.01409	0.53661	-0.0011087	-0.040545	-0.41959	-0.05037	-0.92983	-0.016087	-0.74189	0.023145	-0.17664	0.056085	-0.077745	-0.035857	-0.64019	-0.84603	-0.69938	-0.33248	-0.89391	-0.5428	0.012938	-0.63642	-0.0070576	-0.10998	-0.94613	-0.37581	-0.11822	-0.27476	-0.28073	-0.013815	-0.029175	-0.9422	-0.41773	-0.89266	-0.88943	-0.86203	-0.00027724	-0.84371	0.0081959	-0.28049	-0.30334	-0.014466	-0.0027724	-0.080008	-0.035448	-0.7869	-0.75501	-0.40539	0.016565	0.35202	-0.11081	-0.83486	-0.6384	-0.020961	0.00076483	-0.014228	-0.011414	-0.56922	-0.77521	-0.08775	-0.46099	0.021323	-0.10828	-0.0022168	-0.15093	-0.53449	-0.23447	-0.31026	-0.0018014	-1.0984	-0.013953	-0.59964	-0.01106	0.22829	-0.035721	-0.44534	-0.82285	-0.38369	-0.1379	-0.42036	-0.8372	-0.036265	0.0091705	0.072396	-0.68332	-0.04428	-0.0037395	-0.36929	-0.76415	-0.15975	-0.0023553	-0.074811	-0.68075	-0.90329	-0.0056374	-0.65622	-0.015329	-0.23863	0.0044411	-0.06048	-0.026988	0.080063	-0.86539	-0.029021	-0.38895	-0.089831	-0.81713	-0.1259	-0.82692	0.006109	-0.038442	0.00083195	-0.025483	0.0062481	-0.78799	0.00041828	0.0066653	-0.42953	-0.78328	0.045953	0.85146	0.20015	-0.87432	-0.1203	-0.47923	-0.0065948	0.0026357	0	-0.068395	0.044715	-0.77346	
Deletion Peak 17 - CN values	9p24.1  	chr9:6246400-14739500(probes 159860:160747)        	chr9:8297361-8745646(probes 160006:160065)          	chr9:7060855-14754011(probes 159864:160749)        	0.0081102	     0.0736		Actual Copy Change Given	0	-0.39029	-0.034359	-0.0012473	-0.0036011	-0.68755	-0.47799	-0.049695	-0.0044994	-0.39797	-0.75461	-0.048883	-0.041024	0.0016131	-0.36454	0.61955	1.1581	-0.45319	0.37561	-0.01409	0.53661	-0.0011087	-0.040545	-0.41959	-0.05037	-0.92694	-0.023693	-0.74189	0.023145	-0.17664	-0.2636	-0.077745	-0.035857	-0.6418	-0.84603	-0.0080478	-0.33248	-0.8266	-0.5428	0.012938	-0.63642	-0.0070576	-0.10998	-0.9177	-0.35282	-0.010232	-0.68241	-0.28073	-0.013815	-0.04349	-0.0084655	-0.36533	-0.74718	-0.88943	-0.86203	-0.00027724	-0.77646	0.0081959	-0.28049	-0.30334	-0.014466	-0.0027724	-0.086252	-0.07401	0.0038854	-0.75501	0.026234	0.016565	-0.024796	-0.11081	-0.83486	-0.6384	-0.020961	0.00076483	-0.014228	-0.011414	-0.52962	-0.77521	-0.08775	-0.46099	0.021323	0.0027745	-0.0022168	-0.15093	-0.53449	-0.23569	-0.31026	-0.0018014	-1.1196	-0.013953	-0.59964	-0.01106	0.22829	-0.021784	-0.47234	-0.74924	-0.38369	-0.09352	-0.42036	-0.81244	-0.036265	0.0091705	0.072396	-0.59781	-0.0016629	-0.0037395	-0.36929	0.10776	-0.32878	-0.012673	-0.074811	-0.66513	-0.90656	-0.0056374	-0.65622	-0.015329	-0.23863	0.0044411	-0.06048	-0.026988	0.10555	-0.76988	0.017561	-0.38895	0.045991	-0.81713	-0.1259	-0.82692	0.006109	-0.038442	0.00083195	-0.025483	0.0062481	-0.78799	0.00041828	0.0066653	-0.42953	-0.82183	0.033509	0.8349	0.20015	-0.87432	-0.88399	-0.47923	-0.0065948	0.0026357	0	-0.20931	0.044715	-0.2856	
Deletion Peak 18 - CN values	9p21.3  	chr9:21552455-22449925(probes 161577:161697)      	chr9:21954955-22020975(probes 161627:161633)      	chr9:18599718-29379080(probes 161216:162449)      	9.6287e-18	 9.6287e-18		Actual Copy Change Given	0	-0.35965	-0.034359	-0.0012473	-0.0036011	-0.67595	-0.062659	-0.049695	-0.0044994	-0.40639	-1.0976	-0.052396	0	0.0016131	-0.36454	0.61955	1.1852	-0.45319	0.37561	-0.01409	0.32944	-0.0011087	-0.016017	-0.22807	-0.05037	-0.92694	-0.023693	-0.72892	0.023145	-0.17664	-0.2636	-0.077745	-0.035857	0.0029133	-1.2929	-0.0080478	-0.33248	-1.1175	-0.5428	-1.2929	-0.63642	-0.0070576	-0.10998	-1.2929	-0.043602	-1.0333	-0.25104	-0.77998	-0.013815	0.14176	-0.0084655	-0.35681	-0.70971	-0.88943	-0.86203	-0.00027724	-1.2929	-0.72844	-0.28049	-0.30334	-0.014466	-0.0027724	-0.0092399	-0.07401	-0.71795	-0.73363	-0.4097	-0.0055375	-0.61499	-0.11081	-0.83486	-0.6384	-0.020961	0.00076483	-0.014228	-0.011414	-0.51541	-0.77521	-0.084011	-0.5974	-0.43908	0.0027745	-0.0022168	-0.15093	-0.53449	-0.24686	-0.29756	-0.0018014	-1.1172	-0.013953	-0.59964	-0.01106	0.23783	-0.026304	-0.31704	-1.2929	-0.64837	-0.040873	-0.42036	-0.81244	-0.036265	0.0091705	0.072253	-0.58823	-0.0016629	-0.0037395	-0.31727	-1.2929	-0.68915	-0.012673	-0.0050354	-0.66513	-0.90656	-0.00055444	-0.65622	-0.015329	-0.25249	0.0044411	-0.06048	-0.026988	-0.10841	-0.76988	0.017561	-0.38895	0.045991	-0.82358	-0.098682	-0.82692	0.006109	-0.038442	0.00083195	-0.025483	0.0062481	-0.78799	0.00041828	0.0066653	-0.42953	-0.76775	0.033509	0.84258	0.19512	-1.2929	-0.84955	-0.47923	-0.020157	0.0026357	0	-0.20931	-0.80128	-1.2929	
Deletion Peak 19 - CN values	10q26.3 	chr10:118354944-133797422(probes 184158:185776)	chr10:131338452-133797422(probes 185622:185776)	chr10:99706251-133797422(probes 181995:185776)  	1.4242e-17	 1.4242e-17		Actual Copy Change Given	-0.47765	-0.078677	-0.17398	-0.0020598	-0.021784	-0.11548	-0.13732	-0.00055444	0.024969	-0.018078	-0.489	-0.473	-0.91687	-0.64079	-0.0060904	-0.012851	-0.71551	-0.13561	-0.487	-0.0044312	-0.0092666	-0.78252	0	-0.0081624	-0.033043	-0.052756	-0.80894	-0.3547	-0.89863	-0.14139	-0.37685	-0.41784	0.0033299	-0.041838	-0.89012	-0.37583	-0.0043868	-0.51527	-0.46515	-0.92897	-0.17069	-0.31809	-0.76485	-0.087977	-0.010094	-0.98632	0.0015264	-0.43691	0	-0.017254	-0.009989	-0.016154	-0.031768	-0.11404	0.0031359	0.0051359	-0.25648	-0.78328	-0.46114	-0.79795	-0.6479	-0.0029091	-0.0039547	0.001803	-0.020275	-0.38605	-0.035038	-0.04577	-0.029994	0.012049	-0.85742	-0.085059	-0.029448	-0.0015666	-0.73677	-0.0034192	-0.082438	-0.30193	-0.086002	0.011818	-0.45533	-0.58569	-0.0023553	-0.037354	-0.052666	-0.081605	-0.032175	0.0019418	-0.3105	-0.022332	-0.017529	-0.78041	0.0098669	-0.089169	-0.61018	-0.90563	-0.044551	-0.97493	-0.83656	0.00083195	-0.12603	0.003191	-0.059538	0	-0.024798	-0.90449	-0.11247	-0.91243	-0.023977	-0.0123	0	-0.92339	-0.90966	-0.0077482	-0.059942	-0.11574	0.022024	-0.81341	-0.05542	-0.030131	0.0040243	-0.089024	-0.022178	-0.053881	-0.11854	-0.6935	-0.032996	0.0087528	-0.10946	-0.025527	0	-0.090229	-0.28453	0.0098762	-0.0062858	0.0023581	-0.89977	-0.2952	-0.089603	-0.53571	-0.29438	-1.0269	-0.30897	-0.71951	-0.50945	0.011261	0	-0.063032	-0.79933	0.079591	
Deletion Peak 20 - CN values	11p15.5 	chr11:1-1878794(probes 185777:185904)               	chr11:1000442-1650067(probes 185838:185901)        	chr11:1-14149538(probes 185777:187338)             	6.0043e-10	 5.8296e-10		Actual Copy Change Given	-0.48102	0.017684	-0.032996	-0.13807	-0.725	0.071535	0.013043	0.0080567	-0.77354	-0.72314	-0.23129	-1.0427	0.038518	-0.80843	-0.088507	-0.66744	-0.80939	-0.01106	-0.43983	-0.88889	-0.073343	0.034536	0.0051737	-0.82984	-0.005261	-0.00064685	-0.75059	-0.19368	-0.014641	0.011652	-0.82497	-0.78537	0.010146	-0.31937	-0.85995	-0.69667	-0.85979	-0.86688	0.0095883	0.0098705	-0.015221	-0.0015243	-0.22834	-0.85003	-0.005261	-1.0196	-0.11391	-0.067324	-0.0016112	-0.59009	-0.82737	-0.43105	-0.0069195	-0.0058135	0.0052197	-0.00761	-0.85035	-0.044415	-0.0071958	-0.79411	-0.74229	-0.18295	0.0029133	0.011261	-0.9013	-0.033541	-0.026439	-0.86118	0.00083195	-0.45757	-0.84787	0.014749	0.001803	0.001803	-0.77685	-0.38185	-0.0037395	-0.73091	0	-0.58284	0.018243	-0.070135	0.00097064	-0.73451	0.0022193	-0.34377	-0.0088504	0.010285	-0.25243	-0.69875	-0.03395	-0.0033243	-0.14554	-0.86712	-0.20299	-0.040888	0.13495	0.049323	-0.027297	0.011489	-0.00040062	-0.017721	-0.013776	0.012237	-0.0022168	0.020903	-0.83769	-0.75702	0.027179	0.052383	-0.41047	0.0051359	0.019754	-0.025725	-0.093271	-0.72279	-0.45544	0.024829	-0.013402	-0.033405	-0.010679	-0.47783	-0.091932	-0.80766	-0.76621	-0.84313	-0.051316	-0.14374	-0.023429	-0.0084385	-0.0020704	-0.66434	-0.66716	0.0030614	-0.011195	0.010842	0.029606	0.0029133	-0.32462	-0.036401	-0.21392	-0.88588	0.0024969	-0.18383	-0.85485	0.00055459	-0.062226	0.011121	-0.017254	-0.80556	
Deletion Peak 21 - CN values	11p12   	chr11:38649805-41714595(probes 189971:190305)    	chr11:40105384-41477264(probes 190136:190280)    	chr11:40761742-40791875(probes 190209:190210)    	0.19838	    0.19555		Actual Copy Change Given	-0.48502	0.01447	0.024689	0.0022403	-0.725	0.071535	0.0041791	0.0080567	0.015617	-0.72314	0.031155	-0.98196	0.010285	-0.80843	-0.016542	0.020623	-0.76552	-0.01106	-0.43983	0.001159	0.058224	0	0.0051737	-0.15797	0.030732	-0.90765	0.0084501	0.00090787	0.036512	0.011652	0.77502	-0.067191	-0.006505	-0.0074541	-0.83276	-0.69667	-0.015741	-0.06424	0.0095883	0.0098705	0.047694	-0.0015243	-0.0018442	0.038913	-0.005261	-0.97821	-0.11391	0.15502	-0.003158	-0.56396	-0.79094	0.076854	-0.0069195	0.051103	0.0023002	-0.00013862	-0.73178	0.0065262	-0.0071958	-0.79411	-0.75366	0.013353	0.0029133	-0.015191	0.074984	0.0048653	-0.033721	-0.82594	0.00083195	-0.0040642	-0.80881	0.011679	-0.010439	0.001803	0.0069435	-0.11777	-0.0037395	-0.77634	0	0	-0.0059522	0.07671	0.86533	0.0035273	-0.01	0.10867	-0.0051205	0.010285	0.0065768	-0.69378	-0.0059329	-0.005773	-0.0031859	-0.063301	-0.20299	0.037782	0.00041593	0.0050886	-0.0041546	0.020343	-0.60642	-0.0015995	-0.0012473	0.0071834	-0.0081955	0.020903	0.029888	-0.76072	0.027179	-0.0015243	0.0086227	-0.010497	-0.0033529	-0.016154	0.0022193	-0.72592	0.017262	-0.0013282	-0.013402	0.019503	-0.0036018	-0.010698	0.017422	-0.41794	-0.76621	-0.832	0.0031159	0.049398	-0.02965	-0.0084385	0.0052749	0.036935	-0.66716	0.0030614	-0.00013628	0.0049969	0.0011633	0.0080567	0.043911	-0.43994	0.0091705	0.017544	0.0024969	-0.18383	0.0031445	0.00055459	0.00067943	0.0016642	-0.7982	-0.84117	
Deletion Peak 22 - CN values	11q25   	chr11:130916055-135086622(probes 199743:200140)	chr11:134142367-135086622(probes 200124:200140)	chr11:132841959-135086622(probes 199976:200140)	0.10482	     0.1031		Actual Copy Change Given	-0.0068746	-0.018078	0.65001	0.042449	-0.2368	0.071535	-0.062525	0.30521	0.047694	0.070243	0.023579	0.60774	0.088692	-0.78626	1.0086	0.010285	-0.8187	0.45258	-0.014228	-0.5164	-0.070269	0.037924	0.0086135	-0.051316	0.016845	0.01061	0.18639	0.37406	0.041741	0.013772	0.077862	0.14756	0.016286	0.6997	0.10307	0.018103	-0.012024	0.51298	-0.43463	0.0098705	0.83785	0.052383	-0.0018442	0.08161	-0.016841	-0.97544	0.15397	-0.3511	0.001803	0.0027745	0.010815	0.079735	0.00458	0.14236	-0.42953	0.09072	0.24124	0.70983	-0.0062286	0.052282	0.014749	0.66253	0.050392	0.045424	0.041741	0.0098669	-0.091815	-0.18848	0.00083195	0.07364	0.35463	0.065799	-0.018078	0.001803	0.0069435	0.092087	-0.0028745	0.047126	0.0072068	0	0.023378	0.42755	0.86533	-0.1246	-0.013127	0.12329	0.36822	0.2156	0.78446	0.58811	1.7748	-0.020549	0.32237	0.80928	0.68124	0.07369	-0.60844	0.050266	2.133	0.022024	0.023706	0.20748	-0.0030475	0.047126	-0.012438	0.020903	-0.24156	0.20184	0.030591	0.45564	-0.072898	0.001803	0.017809	-0.018628	1.4362	0.051387	0.066515	0.020203	-0.024388	-0.0098983	0.071104	0.43869	-0.037201	0.0058309	-0.066654	0.10116	-0.78866	0.040468	0.046842	0.27521	0.0052749	-0.64396	-0.00069303	0.0030614	-0.00013628	-0.0089255	0.050677	0.027778	0.0096897	0.07254	0.018243	0.039902	-0.62484	0.033408	0.014658	0.00055459	0.28992	0.0016642	0.046842	-0.65584	
Deletion Peak 23 - CN values	12p13.33	chr12:1-1752620(probes 200141:200198)               	chr12:904058-961439(probes 200160:200165)            	chr12:1-1142415(probes 200141:200190)               	0.040831	     0.0785		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	0.098209	2.1173	0.076453	0.24124	0.028622	2.2254	0.033831	0.75427	0.17076	0.065799	-0.41014	0.024798	-0.4642	0.012097	0.42083	0.027919	0.10322	-0.8296	0.15606	0.0094955	-0.0079567	0.005212	0.013492	0.013354	0.0086135	0.09827	0.0044411	0	-0.8708	0.40361	0.26828	2.5362	-0.015604	-0.0024903	-0.0056757	0.0022193	-0.0062286	0.85027	0.0081959	0.019942	0.0013868	-0.86735	0.053664	0.02806	1.414	0.37743	-0.0022168	1.5106	0.061179	-0.00041585	1.2123	0.00097064	0.045424	3.6569	-0.067592	-0.0012473	0.00055459	0.37364	0.83451	-0.017094	0.10118	-0.79411	-0.0045695	0.0064779	1.6563	-0.72685	0.0093627	0.83746	-0.70424	0.14822	0.1492	0	-0.19138	-0.01037	-0.0020784	-0.0042929	0.00013863	0.29135	0.010285	-0.082137	0.0081981	-0.017529	-0.00069303	0.1646	0.15009	0.51996	0.24373	0.026514	0	-0.091552	0.0095883	-0.70441	0.0055529	0.40311	0.0043021	0.018243	-0.024798	0.59448	-0.024661	0.010953	-0.0034627	0.068819	-0.056577	0.013911	0.068378	0.0090312	-0.0023838	-0.011634	0.023945	0.018523	-0.10105	-0.005814	0.0282	-0.10885	0.00027728	0.62934	-0.011731	0.0043021	0.76159	0.84531	0.80714	-0.00048418	-0.0060904	0.33238	0.016286	1.6439	0.64213	-0.0058048	0.067521	0.0056919	-0.043737	0.006109	0.00079421	-0.0033243	0.029325	0.036512	0.010424	0.12564	0.40266	-0.008056	0.029044	0.027216	-0.29414	0.065499	
Deletion Peak 24 - CN values	12p13.1 	chr12:12690900-14370805(probes 201489:201662)    	chr12:12708647-13192853(probes 201492:201516)    	chr12:12550330-14479738(probes 201468:201674)    	0.01507	   0.028413		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	0.043834	2.1173	-0.0069195	0.26797	0.028622	-0.8629	-0.005814	0.75427	-0.71105	0.065799	-0.0097881	0.0083351	-0.44519	0.012097	0.45854	0.027919	0.10322	2.1481	0.15606	0.0094955	-0.0079567	-0.053132	0.013492	0.013354	0.0086135	0.0083204	0.0044411	0	-0.86853	0.40361	0.041458	-0.79511	-0.027873	-0.0024903	-0.0056757	0.0022193	-0.0062286	-0.91198	0.0081959	0.019942	0.0013868	-0.82064	0.053664	-0.0071256	1.1007	0.37743	-0.0022168	0.0052418	0.025615	-0.00041585	0.56401	0.00097064	0.045424	-0.32797	-0.015329	-0.0012473	0.00055459	0.10185	0.83451	-0.0063668	0.10118	0.029044	-0.0045695	0.0064779	0.06208	0.068235	0.0093627	0.61661	-0.73214	0.14822	0.081899	0	0.0033096	-0.01037	-0.0020784	0.018803	0.00013863	0.27363	0.010285	-0.082137	0.0081981	-0.12069	-0.04428	0.1646	-0.0040162	0.51996	0.011539	0.051387	0	-0.027945	0.0095883	-0.68805	0.15412	0.017544	0.0043021	0.018243	0.012237	1.0057	0.012795	0.010953	-0.12056	0.044147	-0.056577	0.013911	0.026092	0.0090312	-0.0023838	-0.0059522	-0.51352	0.010722	0.04429	-0.005814	0.0282	-0.1382	0.00027728	0.37101	-0.011731	0.0043021	0.010564	0.033248	0.018383	-0.00048418	-0.0060904	0.013911	-0.0038115	1.193	-0.0013406	-0.0058048	0.067521	0.0056919	-0.043737	0.006109	0.00079421	-0.0033243	0.026373	-0.87385	0.010424	-0.585	-0.37467	-0.008056	0.086088	0	-0.29414	0.12255	
Deletion Peak 25 - CN values	12q12   	chr12:32889580-39553297(probes 203925:204104)    	chr12:33366591-38922911(probes 204001:204017)    	chr12:38827291-49910125(probes 204003:205268)    	0.0024807	    0.03123		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	-0.054181	-0.015263	-0.0069195	-0.69051	0.028622	-0.93696	-0.005814	-0.021149	0.0062481	0.016286	-0.36646	0.0083351	-0.03395	0.012097	-0.0013858	-0.016429	-0.00027724	-0.070269	0.060222	0.0094955	-0.0079567	0.09022	0.013492	0.013354	-0.3326	0.01433	0.0044411	0	0.023286	0.40361	0.0013868	0.043865	-0.21997	-0.0024903	0.0091705	0.0022193	-0.027945	-0.054151	-0.21874	-0.96071	0.0013868	3.6569	-0.024524	-0.0071256	0.033522	0.027919	-0.0022168	0.012795	-0.0011637	-0.00041585	0.61063	0.00097064	-0.13599	3.6569	-0.015329	-0.0012473	0.00055459	-0.00041585	-0.015604	-0.031603	-0.006918	-0.84082	-0.0045695	0.0064779	-0.81162	0.02539	0.0093627	-0.0041546	-0.73836	-0.020491	-0.00027724	0	0.0033096	-0.10026	-0.0020784	-0.12538	0.00013863	-0.0024938	0.010285	-0.082137	-0.0041367	-0.025072	-0.04428	0.1202	-0.0040162	-0.0067813	-0.23141	-0.035857	0	-0.12056	0.0095883	-0.078795	0.0022793	0.017544	0.0043021	0.018243	0.012237	-0.0095426	0.012795	0.010953	-0.019177	0.065667	-0.84018	-0.026714	-0.72358	-0.89105	-0.0023838	-0.0059522	0.0019418	0.0026932	-0.019863	-0.005814	-0.0071958	-0.11652	-0.0024938	0.0044411	-0.0096632	0.0043021	0.010564	0.033248	-0.0099565	0.026373	-0.021713	0.0056919	-0.0038115	1.0896	-0.0087146	-0.0058048	-0.0010847	0.0056919	-0.043737	0.006109	0.00079421	0.055658	-0.016567	-0.87385	-0.018353	0.11169	-0.40745	-0.020824	0.048546	0	-0.29414	0.1006	
Deletion Peak 26 - CN values	12q12   	chr12:40567679-44516284(probes 204242:204656)    	chr12:42602377-42734572(probes 204492:204506)    	chr12:38827291-49910125(probes 204003:205268)    	7.4331e-05	 0.00070018		Actual Copy Change Given	-0.41729	-0.31319	-0.0071958	-0.00097017	-0.70917	-0.23031	-0.054181	-0.089169	-0.0069195	-0.69051	-0.012672	-0.93696	-0.005814	-0.021149	0.0062481	0.016286	-0.90054	0.0083351	-0.03395	-0.86281	-0.0013858	-0.016429	-0.00027724	-0.070269	-0.034223	0.0094955	-0.0079567	-0.0032486	-0.41146	0.013354	-0.3326	-0.42757	0.0044411	0	0.023286	-0.69061	0.0013868	0.053237	-0.21997	-0.0024903	0.0091705	0.0022193	-0.027945	0.060936	-0.19475	0.067661	0.0013868	3.6569	-0.024524	-0.0071256	-0.049721	0.40624	-0.0022168	0.012795	-0.0011637	-0.00041585	-0.30991	0.00097064	-0.13599	-0.38873	-0.015329	-0.0012473	0.00055459	-0.00041585	-0.015604	-0.031603	-0.006918	-1.2641	-0.0045695	0.01163	-0.77897	0.02539	0.0093627	-0.0041546	-0.92227	-0.073285	-0.00027724	0	0.0033096	-0.19049	-0.0020784	-0.19812	0.00013863	-0.0024938	0.010285	-0.082137	-0.40517	-0.025072	-0.038714	-0.16307	-0.0040162	-0.0067813	-0.23141	0.023145	0	-0.031359	0.0095883	-0.078795	0.0022793	0.017544	0.0043021	-0.13031	0.012237	-0.0095426	0.012795	0.010953	-0.019177	0.065667	-0.97168	-0.026714	-0.72358	-0.90328	-0.0023838	-0.0059522	0.0019418	-0.086784	-0.019863	-0.005814	-0.0071958	-0.11652	-0.035993	0.0044411	-0.0096632	0.0043021	0.010564	0.033248	-0.0099565	0.026373	0.006109	0.0056919	-0.0038115	-0.65696	-0.0087146	-0.034993	-0.0010847	-0.8409	-0.84795	0.006109	0.00079421	-0.0089906	-0.326	-0.87385	-0.018353	0	-0.40745	-0.020824	-0.060883	0	-0.29414	0.03863	
Deletion Peak 27 - CN values	12q24.11	chr12:109301062-111770214(probes 211975:212241)	chr12:109560828-109783173(probes 212006:212029)	chr12:108377873-112405972(probes 211867:212307)	0.010945	   0.010735		Actual Copy Change Given	-0.42386	0.54612	-0.015753	-0.00097017	-0.71862	-0.054985	-0.054181	-0.96681	-0.0069195	-0.74394	0.011121	-0.97537	0.017684	-0.016755	-0.029994	-0.0017732	-0.052531	-0.17056	-0.013815	-0.86281	-0.0032789	0.016425	-0.00027724	-0.15029	-0.020412	0.0094955	-0.0079567	-0.19955	-0.42974	-0.144	-0.3326	-0.42757	0.0044411	0	-0.020687	-0.69318	-0.024169	-0.069734	-0.21997	-0.0024903	-0.039665	-0.00251	0.0066653	-0.0041546	-0.74768	-0.96717	0.0013868	0.00055459	-0.024524	-0.0051227	-0.057411	0.33934	-0.024388	-0.03095	0.031803	-0.00041585	-0.34389	0.00097064	-0.28442	-0.3685	-0.015329	-0.0012473	-0.00047316	-0.063569	-0.052531	-0.031603	-0.006918	-0.017254	-0.0019399	0.01163	-1.0478	0.01433	0.018803	0.014051	-0.16244	-0.087655	-0.00027724	0.016985	0.011664	-0.088242	0.0015255	-0.27929	0.00013863	-0.0024938	0.010285	-0.082137	-0.42654	-0.025072	0.0052736	-0.11809	0.0043021	-0.0067813	-0.24156	0.0013868	-0.017116	-0.088639	-0.00027724	-0.080393	0.010842	0.011958	0.0043021	-0.13031	-0.027535	0.011818	-0.024114	0.0038854	-0.09142	0.094212	-1.1121	0.0051359	0.0010244	-0.016154	-0.0054277	-0.0059522	0.0019418	0	-0.050839	0.004719	-0.0071958	-0.14284	-0.035993	-0.0041546	-0.021185	0.001803	0	-0.90306	-0.0099565	-0.012713	-0.017529	-0.2726	-0.0058099	-0.66309	-0.30463	-0.034993	0	0.0037465	-0.062235	0.0037113	-0.030661	-0.019863	-0.18597	0.04429	-0.016979	0	-0.40745	-0.020824	-0.060883	0	-0.30792	0.026514	
